filename,meat,veggie,noodle
2020_03_19-fried_noodles-211.jpg,0,0,0
2020_03_19-fried_noodles-212.jpg,0,0,0
2020_03_19-fried_noodles-213.jpg,0,0,0
2020_03_19-fried_noodles-214.jpg,0,0,0
2020_03_19-fried_noodles-215.jpg,0,0,0
2020_03_19-fried_noodles-216.jpg,0,0,0
2020_03_19-fried_noodles-217.jpg,0,0,0
2020_03_19-fried_noodles-218.jpg,0,0,0
2020_03_19-fried_noodles-219.jpg,0,0,0
2020_03_19-fried_noodles-220.jpg,0,0,0
2020_03_19-fried_noodles-221.jpg,0,0,0
2020_03_19-fried_noodles-222.jpg,0,0,0
2020_03_19-fried_noodles-223.jpg,0,0,0
2020_03_19-fried_noodles-224.jpg,0,0,0
2020_03_19-fried_noodles-225.jpg,0,0,0
2020_09_18-111-top.jpg,0,0,0
2020_09_18-112-top.jpg,0,0,0
2020_09_18-113-top.jpg,0,0,0
2020_09_18-114-top.jpg,0,0,0
2020_09_18-115-top.jpg,0,0,0
2020_09_18-116-top.jpg,0,0,0
2020_09_18-117-top.jpg,0,0,0
2020_09_18-118-top.jpg,0,0,0
2020_09_18-119-top.jpg,0,0,0
2020_09_18-120-top.jpg,0,0,0
2020_09_18-122-top.jpg,0,0,0
2020_09_18-123-top.jpg,0,0,0
2020_09_18-124-top.jpg,0,0,0
2020_09_18-126-top.jpg,0,0,0
2020_09_18-127-top.jpg,0,0,0
2020_09_18-128-top.jpg,0,0,0
2020_09_18-129-top.jpg,0,0,0
2020_09_18-130-top.jpg,0,0,0
2020_09_18-131-top.jpg,0,0,0
2020_09_18-132-top.jpg,0,0,0
2020_09_18-133-top.jpg,0,0,0
2020_09_18-134-top.jpg,0,0,0
2020_09_18-135-top.jpg,0,0,0
2020_09_18-136-top.jpg,0,0,0
2020_09_18-137-top.jpg,0,0,0
2020_09_18-138-top.jpg,0,0,0
2020_09_18-139-top.jpg,0,0,0
2020_09_18-140-top.jpg,0,0,0
2020_09_18-141-top.jpg,0,0,0
2020_09_18-142-top.jpg,0,0,0
2020_09_18-144-top.jpg,0,0,0
2020_09_18-145-top.jpg,0,0,0
2020_09_18-146-top.jpg,0,0,0
2020_09_18-147-top.jpg,0,0,0
2020_09_18-148-top.jpg,0,0,0
2020_09_18-149-top.jpg,0,0,0
2020_09_18-150-top.jpg,0,0,0
2020_09_18-151-top.jpg,0,0,0
2020_09_18-153-top.jpg,0,0,0
2020_09_18-154-top.jpg,0,0,0
2020_09_18-155-top.jpg,0,0,0
2020_09_18-156-top.jpg,0,0,0
2020_09_18-157-top.jpg,0,0,0
2020_09_18-158-top.jpg,0,0,0
2020_09_18-159-top.jpg,0,0,0
2020_09_18-160-top.jpg,0,0,0
2020_09_18-161-top.jpg,0,0,0
2020_09_18-162-top.jpg,0,0,0
2020_09_18-164-top.jpg,0,0,0
2020_09_18-165-top.jpg,0,0,0
2020_09_18-166-top.jpg,0,0,0
2020_09_18-167-top.jpg,0,0,0
2020_09_18-168-top.jpg,0,0,0
2020_09_18-169-top.jpg,0,0,0
2020_09_18-170-top.jpg,0,0,0
2020_09_18-171-top.jpg,0,0,0
2020_09_18-172-top.jpg,0,0,0
2020_09_18-173-top.jpg,0,0,0
2020_09_18-174-top.jpg,0,0,0
2020_09_18-175-top.jpg,0,0,0
2020_09_18-176-top.jpg,0,0,0
2020_09_18-177-top.jpg,0,0,0
2020_09_18-179-top.jpg,0,0,0
2020_09_18-180-top.jpg,0,0,0
2020_09_18-181-top.jpg,0,0,0
2020_09_18-182-top.jpg,0,0,0
2020_09_18-183-top.jpg,0,0,0
2020_09_18-184-top.jpg,0,0,0
2020_09_18-185-top.jpg,0,0,0
2020_09_18-186-top.jpg,0,0,0
2020_09_18-187-top.jpg,0,0,0
2020_09_18-188-top.jpg,0,0,0
2020_09_18-189-top.jpg,0,0,0
2020_09_18-190-top.jpg,0,0,0
2020_09_18-191-top.jpg,0,0,0
2020_09_18-195-top.jpg,0,0,0
2020_09_18-197-top.jpg,0,0,0
2020_09_18-198-top.jpg,0,0,0
2020_09_18-199-top.jpg,0,0,0
2020_09_18-200-top.jpg,0,0,0
2020_09_18-201-top.jpg,0,0,0
2020_09_18-202-top.jpg,0,0,0
2020_09_18-203-top.jpg,0,0,0
2020_09_18-204-top.jpg,0,0,0
2020_09_18-205-top.jpg,0,0,0
2020_09_18-206-top.jpg,0,0,0
2020_09_18-207-top.jpg,0,0,0
2020_09_18-209-top.jpg,0,0,0
2020_09_18-211-top.jpg,0,0,0
2020_09_18-213-top.jpg,0,0,0
2020_09_18-214-top.jpg,0,0,0
2020_09_18-215-top.jpg,0,0,0
2020_09_18-216-top.jpg,0,0,0
2020_09_18-217-top.jpg,0,0,0
2020_09_18-218-top.jpg,0,0,0
2020_09_18-220-top.jpg,0,0,0
2020_09_18-221-top.jpg,0,0,0
2020_09_18-222-top.jpg,0,0,0
2020_09_18-223-top.jpg,0,0,0
2020_09_18-224-top.jpg,0,0,0
2020_09_18-225-top.jpg,0,0,0
2020_09_18-226-top.jpg,0,0,0
2020_09_18-227-top.jpg,0,0,0
2020_09_18-228-top.jpg,0,0,0
2020_09_18-230-top.jpg,0,0,0
2020_09_18-231-top.jpg,0,0,0
2020_09_18-232-top.jpg,0,0,0
2020_09_18-234-top.jpg,0,0,0
2020_09_18-235-top.jpg,0,0,0
2020_09_18-236-top.jpg,0,0,0
2020_09_18-237-top.jpg,0,0,0
2020_09_18-238-top.jpg,0,0,0
2020_09_18-239-top.jpg,0,0,0
2020_09_18-240-top.jpg,0,0,0
2020_09_18-242-top.jpg,0,0,0
2020_09_18-243-top.jpg,0,0,0
2020_09_18-244-top.jpg,0,0,0
2020_09_18-245-top.jpg,0,0,0
2020_09_18-247-top.jpg,0,0,0
2020_09_18-248-top.jpg,0,0,0
2020_09_18-249-top.jpg,0,0,0
2020_09_18-250-top.jpg,0,0,0
2020_09_18-251-top.jpg,0,0,0
2020_09_18-252-top.jpg,0,0,0
2020_09_18-253-top.jpg,0,0,0
2020_09_18-255-top.jpg,0,0,0
2020_09_18-256-top.jpg,0,0,0
2020_09_18-259-top.jpg,0,0,0
2020_09_18-261-top.jpg,0,0,0
2020_09_18-263-top.jpg,0,0,0
2020_09_18-264-top.jpg,0,0,0
2020_09_18-265-top.jpg,0,0,0
2020_09_18-266-top.jpg,0,0,0
2020_09_18-267-top.jpg,0,0,0
2020_09_18-268-top.jpg,0,0,0
2020_09_18-269-top.jpg,0,0,0
2020_09_18-270-top.jpg,0,0,0
